trade_date,support,implementation,innovation,uncertainty_language,risk_regulation,policy_climate_factor,policy_climate_index
2022-02-17,0.00039427579300675025,0.0004128737077712198,0.00012646582039839156,2.6037080670257128e-05,0.00019713789650337512,-1.1767384764353013,44.3572867208395
2022-02-18,0.00038084531208087264,0.00039880971359412153,0.0001221579302900912,2.515016211854823e-05,0.00019042265604043632,-1.1767670477889782,44.35714971507311
2022-02-21,0.00036787232263963527,0.00038522479068867484,0.0001179967827334679,2.4293455268655192e-05,0.00018393616131981763,-1.1767946458974614,44.35701737622609
2022-02-22,0.00035534124084358565,0.00037210262012866063,0.00011397737913850859,2.3465930999104744e-05,0.00017767062042179282,-1.1768213039130548,44.35688954532602
2022-02-23,0.0003432370136960525,0.00035942743887039483,0.00011009489118552627,2.266659524407897e-05,0.00017161850684802626,-1.1768470538587736,44.35676606881569
2022-02-24,0.00033154510096069194,0.00034718402081732855,0.00010634465502512759,2.1894487799291005e-05,0.00016577255048034597,-1.1768719266668113,44.35664679836859
2022-02-25,0.00032025145769498805,0.0003353576585296575,0.00010272216567575088,2.1148681168536976e-05,0.00016012572884749403,-1.1768959522156972,44.35653159071077
2022-02-28,0.00030934251737872726,0.0003239341455569693,9.922307161204459e-05,2.042827944953862e-05,0.00015467125868936363,-1.1769191593661885,44.35642030744871
2022-03-01,0.00029880517561717805,0.0003128997593727055,9.584316953758541e-05,1.97324172577382e-05,0.00014940258780858902,-1.1769415759959387,44.356312814903085
2022-03-02,0.0002886267743994008,0.0003022412448899387,9.257839933565685e-05,1.9060258686752907e-05,0.0001443133871997004,-1.1769632290329866,44.35620898394818
2022-03-03,0.0002787950868927768,0.00029194579853866265,8.942483919202275e-05,1.841099630424e-05,0.0001393975434463884,-1.1769841444881026,44.35610868985677
2022-03-04,0.0002692983027554922,0.00028200105288546834,8.637870088383711e-05,1.7783850181966486e-05,0.0001346491513777461,-1.1770043474860357,44.35601181215029
2022-03-07,0.00026012501394933176,0.00027239506177713054,8.343632522903094e-05,1.7178066958918154e-05,0.00013006250697466588,-1.1770238622956917,44.35591823445415
2022-03-08,0.0002512642010357418,0.000263116285990258,8.059417769070962e-05,1.6592918936322587e-05,0.0001256321005178709,-1.177042712359291,44.35582784435787
2022-03-09,0.0002427052199386988,0.00025415357936976957,7.784884413128073e-05,1.6027703203498995e-05,0.0001213526099693494,-1.177060920320524,44.3557405332801
2022-03-10,0.00023443778915848397,0.0002454961754395446,7.519702671121182e-05,1.5481740793484806e-05,0.00011721889457924198,-1.1770785080517545,44.35565619633815
2022-03-11,0.00022645197742100298,0.00023713367446916357,7.26355399274915e-05,1.4954375867424739e-05,0.00011322598871050149,-1.1770954966802933,44.35557473222207
2022-03-14,0.00021873819174781566,0.00022905603098120325,7.016130678703518e-05,1.4444974926742556e-05,0.00010936909587390783,-1.1771119066137776,44.35549604307283
2022-03-15,0.00021128716593254402,0.00022125354168407916,6.777135511043861e-05,1.3952926052149145e-05,0.00010564358296627201,-1.1771277575646857,44.3554200343649
2022-03-16,0.00020408994940981627,0.0002137168338159397,6.546281396163914e-05,1.3477638168572784e-05,0.00010204497470490814,-1.1771430685740154,44.35534661479258
2022-03-17,0.0001971378965033754,0.00020643685388561011,6.323291019919585e-05,1.3018540335128574e-05,9.85689482516877e-05,-1.1771578580341595,44.35527569616043
2022-03-18,0.0001904226560404366,0.00019940485679706098,6.107896514504566e-05,1.2575081059274125e-05,9.52113280202183e-05,-1.1771721437109983,44.35520719327724
2022-03-21,0.0001839361613198179,0.00019261239534433764,5.8998391366734e-05,1.2146727634327606e-05,9.196808065990895e-05,-1.1771859427652396,44.35514102385373
2022-03-22,0.0001776706204217931,0.0001860513100643305,5.698868956925435e-05,1.1732965499552382e-05,8.883531021089655e-05,-1.1771992717730364,44.3550771084037
2022-03-23,0.00017161850684802653,0.00017971371943519758,5.5047445592763185e-05,1.1333297622039494e-05,8.580925342401327e-05,-1.1772121467458958,44.35501537014853
2022-03-24,0.00016577255048034621,0.00017359201040866444,5.317232751256384e-05,1.0947243899645511e-05,8.288627524017311e-05,-1.1772245831499146,44.35495573492498
2022-03-25,0.00016012572884749427,0.00016767882926482891,5.136108283787548e-05,1.0574340584268496e-05,8.006286442374713e-05,-1.1772365959243576,44.35489813109607
2022-03-28,0.00015467125868936387,0.00016196707277848482,4.961153580602233e-05,1.0214139724769318e-05,7.733562934468194e-05,-1.1772481994996031,44.35484248946504
2022-03-29,0.00014940258780858927,0.00015644987968635292,4.792158476879274e-05,9.866208628869108e-06,7.470129390429463e-05,-1.1772594078144785,44.35478874319222
2022-03-30,0.0001443133871997006,0.0001511206224449695,4.628919966782845e-05,9.53012934337646e-06,7.21566935998503e-05,-1.1772702343330024,44.354736827714774
2022-03-31,0.00013939754344638862,0.00014597289926933146,4.4712419596011394e-05,9.205498152120007e-06,6.969877172319431e-05,-1.1772806920605603,44.35468668066907
2022-04-01,0.00013464915137774628,0.0001410005264427343,4.3189350441918576e-05,8.89192509098325e-06,6.732457568887314e-05,-1.1772907935595267,44.354638241815834
2022-04-06,0.00013006250697466607,0.0001361975308885654,4.171816261451549e-05,8.589033479459084e-06,6.503125348733303e-05,-1.177300550964355,44.35459145296776
2022-04-07,0.00012563210051787108,0.00013155814299512913,4.029708884535483e-05,8.2964594681613e-06,6.281605025893554e-05,-1.1773099759961545,44.35454625791962
2022-04-08,0.00012135260996934958,0.00012707678968488492,3.892442206564039e-05,8.013851601749503e-06,6.067630498467479e-05,-1.1773190799767708,44.354502602380734
2022-04-11,0.00011721889457924215,0.00012274808771977242,3.759851335560593e-05,7.740870396742408e-06,5.860944728962107e-05,-1.1773278738423862,44.354460433909765
2022-04-12,0.00011322598871050164,0.00011856683723458189,3.631776996374577e-05,7.4771879337123745e-06,5.661299435525082e-05,-1.1773363681566555,44.35441970185172
2022-04-13,0.00010936909587390796,0.00011452801549060172,3.508065339351761e-05,7.222487463371283e-06,5.468454793695398e-05,-1.177344573123398,44.3543803572771
2022-04-14,0.00010564358296627213,0.00011062677084203968,3.3885677555219326e-05,6.976463026074577e-06,5.2821791483136065e-05,-1.1773524985988517,44.35434235292313
2022-04-15,0.00010204497470490826,0.00010685841690796995,3.273140698081959e-05,6.738819084286397e-06,5.102248735245413e-05,-1.1773601541035166,44.354305643136975
2022-04-18,9.85689482516878e-05,0.00010321842694280515,3.1616455099597944e-05,6.509270167564292e-06,4.92844741258439e-05,-1.1773675488335889,44.3542701838209
2022-04-19,9.52113280202184e-05,9.970242839853059e-05,3.053948257252285e-05,6.2875405296370665e-06,4.76056640101092e-05,-1.177374691672008,44.354235932379304
2022-04-20,9.196808065990905e-05,9.630619767216891e-05,2.9499195683367022e-05,6.073363817163807e-06,4.5984040329954524e-05,-1.177381591199129,44.35420284766755
2022-04-21,8.883531021089664e-05,9.302565503216535e-05,2.8494344784627195e-05,5.866482749776195e-06,4.441765510544832e-05,-1.177388255703027,44.35417088994253
2022-04-22,8.580925342401336e-05,8.985685971759888e-05,2.7523722796381613e-05,5.666648811019751e-06,4.290462671200668e-05,-1.1773946931894568,44.35414002081495
2022-04-25,8.28862752401732e-05,8.67960052043323e-05,2.658616375628194e-05,5.47362194982276e-06,4.14431376200866e-05,-1.1774009113914663,44.35411020320318
2022-04-26,8.006286442374723e-05,8.383941463241454e-05,2.568054141893776e-05,5.287170292134252e-06,4.0031432211873615e-05,-1.1774069177786877,44.35408140128872
2022-04-27,7.733562934468202e-05,8.098353638924248e-05,2.4805767903011185e-05,5.107069862384663e-06,3.866781467234101e-05,-1.1774127195663107,44.354053580473206
2022-04-28,7.470129390429472e-05,7.822493984317653e-05,2.396079238439639e-05,4.933104314434558e-06,3.735064695214736e-05,-1.177418323723748,44.3540267073368
2022-04-29,7.215669359985038e-05,7.556031122248482e-05,2.3144599833914246e-05,4.765064671688234e-06,3.607834679992519e-05,-1.17742373698301,44.35400074959807
2022-05-05,6.969877172319438e-05,7.29864496346658e-05,2.2356209798005717e-05,4.602749076060008e-06,3.484938586159719e-05,-1.1774289658467891,44.353975676075216
2022-05-06,6.732457568887321e-05,7.050026322136722e-05,2.1594675220959305e-05,4.445962545491629e-06,3.3662287844436604e-05,-1.1774340165962724,44.3539514566486
2022-05-09,6.503125348733309e-05,6.809876544428276e-05,2.085908130725776e-05,4.294516739729546e-06,3.2515626743666544e-05,-1.1774388952986863,44.35392806222457
2022-05-10,6.281605025893558e-05,6.577907149756462e-05,2.014854442267743e-05,4.1482297340806545e-06,3.140802512946779e-05,-1.1774436078145862,44.353905464700496
2022-05-11,6.067630498467483e-05,6.353839484244251e-05,1.9462211032820207e-05,4.006925800874756e-06,3.0338152492337415e-05,-1.1774481598048945,44.35388363693105
2022-05-12,5.8609447289621114e-05,6.137404385988626e-05,1.879925667780298e-05,3.870435198371208e-06,2.9304723644810557e-05,-1.177452556737702,44.35386255269557
2022-05-13,5.661299435525086e-05,5.9283418617291e-05,1.8158884981872897e-05,3.7385939668561915e-06,2.830649717762543e-05,-1.1774568038948368,44.35384218666654
2022-05-16,5.468454793695402e-05,5.7264007745300914e-05,1.754032669675882e-05,3.6112437316856454e-06,2.734227396847701e-05,-1.1774609063782078,44.35382251437923
2022-05-17,5.2821791483136106e-05,5.531338542101989e-05,1.6942838777609677e-05,3.4882315130372925e-06,2.6410895741568053e-05,-1.1774648691159348,44.35380351220225
2022-05-18,5.102248735245416e-05,5.342920845398503e-05,1.636570349040981e-05,3.369409542143202e-06,2.551124367622708e-05,-1.1774686968682673,44.353785157309176
2022-05-19,4.928447412584394e-05,5.1609213471402623e-05,1.5808227549798982e-05,3.2546350837821494e-06,2.464223706292197e-05,-1.1774723942333034,44.353767427651135
2022-05-20,4.760566401010923e-05,4.9851214199265334e-05,1.5269741286261435e-05,3.1437702648185366e-06,2.3802832005054614e-05,-1.1774759656525131,44.35375030193033
2022-05-23,4.598404032995455e-05,4.815309883608449e-05,1.474959784168352e-05,3.036681908581907e-06,2.2992020164977275e-05,-1.1774794154160733,44.35373375957446
2022-05-24,4.441765510544834e-05,4.651282751608271e-05,1.4247172392313604e-05,2.933241374888101e-06,2.220882755272417e-05,-1.1774827476680227,44.353717780711946
2022-05-25,4.2904626712006694e-05,4.4928429858799476e-05,1.3761861398190813e-05,2.833324405509879e-06,2.1452313356003347e-05,-1.1774859664112374,44.35370234614816
2022-05-26,4.1443137620086614e-05,4.3398002602166184e-05,1.3293081878140977e-05,2.7368109749113833e-06,2.0721568810043307e-05,-1.177489075512242,44.35368743734227
2022-05-27,4.003143221187363e-05,4.19197073162073e-05,1.2840270709468887e-05,2.643585146067129e-06,2.0015716105936814e-05,-1.1774920787058527,44.35367303638505
2022-05-30,3.866781467234102e-05,4.049176819462127e-05,1.24028839515056e-05,2.5535349311923345e-06,1.933390733617051e-05,-1.1774949795996643,44.35365912597729
2022-05-31,3.735064695214737e-05,3.9112469921588297e-05,1.1980396192198202e-05,2.466552157217282e-06,1.8675323476073686e-05,-1.1774977816783831,44.353645689409085
2022-06-01,3.6078346799925205e-05,3.7780155611242446e-05,1.157229991695713e-05,2.38253233584412e-06,1.8039173399962603e-05,-1.177500488308014,44.35363271053972
2022-06-02,3.48493858615972e-05,3.6493224817332933e-05,1.1178104899002865e-05,2.301374538030007e-06,1.74246929307986e-05,-1.1775031027399034,44.353620173778296
2022-06-06,3.366228784443662e-05,3.5250131610683644e-05,1.079733761047966e-05,2.222981272745817e-06,1.683114392221831e-05,-1.1775056281146452,44.353608064064986
2022-06-07,3.251562674366656e-05,3.404938272214141e-05,1.0429540653628886e-05,2.1472583698647756e-06,1.625781337183328e-05,-1.1775080674658522,44.35359636685297
2022-06-08,3.1408025129467803e-05,3.288953574878234e-05,1.0074272211338721e-05,2.0741148670403298e-06,1.5704012564733902e-05,-1.177510423723802,44.35358506809093
2022-06-09,3.033815249233743e-05,3.176919742122129e-05,9.73110551641011e-06,2.0034629004373803e-06,1.5169076246168714e-05,-1.1775126997189562,44.35357415420621
2022-06-10,2.930472364481057e-05,3.0687021929943165e-05,9.399628338901496e-06,1.9352175991856066e-06,1.4652361822405285e-05,-1.17751489818536,44.353563612088465
2022-06-13,2.8306497177625444e-05,2.964170930864553e-05,9.079442490936456e-06,1.869296983428098e-06,1.4153248588812722e-05,-1.1775170217639275,44.353553429073955
2022-06-14,2.7342273968477025e-05,2.8632003872650488e-05,8.770163348379415e-06,1.805621865842825e-06,1.3671136984238512e-05,-1.1775190730056129,44.3535435929303
2022-06-15,2.6410895741568066e-05,2.7656692710509973e-05,8.471419388804843e-06,1.7441157565186484e-06,1.3205447870784033e-05,-1.1775210543744765,44.35353409184181
2022-06-16,2.5511243676227095e-05,2.6714604226992542e-05,8.18285174520491e-06,1.684704771071603e-06,1.2755621838113547e-05,-1.1775229682506425,44.35352491439527
2022-06-17,2.4642237062921982e-05,2.580460673570134e-05,7.904113774899496e-06,1.6273175418910766e-06,1.2321118531460991e-05,-1.1775248169331607,44.35351604956625
2022-06-20,2.3802832005054628e-05,2.4925607099632694e-05,7.634870643130722e-06,1.5718851324092702e-06,1.1901416002527314e-05,-1.1775266026427655,44.35350748670585
2022-06-21,2.299202016497729e-05,2.4076549418042272e-05,7.374798920841765e-06,1.5183409542909552e-06,1.1496010082488644e-05,-1.1775283275245458,44.35349921552791
2022-06-22,2.2208827552724184e-05,2.325641375804138e-05,7.123586196156807e-06,1.466620687444052e-06,1.1104413776362092e-05,-1.1775299936505201,44.35349122609666
2022-06-23,2.145231335600336e-05,2.2464214929399765e-05,6.880930699095412e-06,1.416662202754941e-06,1.072615667800168e-05,-1.1775316030221277,44.35348350881476
2022-06-24,2.072156881004332e-05,2.169900130108312e-05,6.646540939070494e-06,1.368405487455693e-06,1.036078440502166e-05,-1.17753315757263,44.35347605441182
2022-06-27,2.0015716105936828e-05,2.0959853658103675e-05,6.420135354734449e-06,1.3217925730335658e-06,1.0007858052968414e-05,-1.1775346591694353,44.35346885393321
2022-06-28,1.9333907336170525e-05,2.024588409731066e-05,6.201441975752805e-06,1.2767674655961685e-06,9.666953668085262e-06,-1.177536109616341,44.35346189872933
2022-06-29,1.8675323476073696e-05,1.9556234960794172e-05,5.990198096099106e-06,1.233276078608642e-06,9.337661738036848e-06,-1.1775375106557004,44.35345518044522
2022-06-30,1.8039173399962613e-05,1.8890077805621243e-05,5.78614995847857e-06,1.191266167922061e-06,9.019586699981306e-06,-1.177538863970516,44.35344869101054
2022-07-01,1.742469293079861e-05,1.8246612408666487e-05,5.589052449501438e-06,1.1506872690150043e-06,8.712346465399306e-06,-1.1775401711864608,44.35344242262983
2022-07-04,1.683114392221832e-05,1.7625065805341843e-05,5.398668805239835e-06,1.1114906363729094e-06,8.41557196110916e-06,-1.1775414338738315,44.35343636777318
2022-07-05,1.625781337183329e-05,1.7024691361070727e-05,5.214770326814448e-06,1.0736291849323886e-06,8.128906685916644e-06,-1.1775426535494349,44.35343051916717
2022-07-06,1.5704012564733912e-05,1.6444767874391192e-05,5.037136105669366e-06,1.0370574335201655e-06,7.852006282366956e-06,-1.17754383167841,44.35342486978615
2022-07-07,1.5169076246168724e-05,1.5884598710610663e-05,4.86555275820506e-06,1.0017314502186908e-06,7.584538123084362e-06,-1.1775449696759872,44.35341941284379
2022-07-08,1.4652361822405295e-05,1.53435109649716e-05,4.699814169450753e-06,9.67608799592804e-07,7.326180911202648e-06,-1.177546068909189,44.35341414178492
2022-07-11,1.4153248588812732e-05,1.4820854654322782e-05,4.539721245468233e-06,9.346484917140497e-07,7.076624294406366e-06,-1.1775471306984728,44.35340905027766
2022-07-12,1.3671136984238523e-05,1.4316001936325259e-05,4.3850816741897125e-06,9.028109329214131e-07,6.835568492119261e-06,-1.1775481563193155,44.35340413220584
2022-07-13,1.3205447870784043e-05,1.3828346355255002e-05,4.235709694402427e-06,8.720578782593248e-07,6.602723935392022e-06,-1.1775491470037471,44.35339938166159
2022-07-14,1.2755621838113558e-05,1.3357302113496285e-05,4.09142587260246e-06,8.423523855358022e-07,6.377810919056779e-06,-1.1775501039418304,44.35339479293832
2022-07-15,1.2321118531461001e-05,1.2902303367850683e-05,3.952056887449753e-06,8.136587709455389e-07,6.1605592657305006e-06,-1.1775510282830894,44.35339036052381
2022-07-18,1.1901416002527324e-05,1.246280354981636e-05,3.817435321565366e-06,7.859425662046357e-07,5.950708001263662e-06,-1.1775519211378918,44.35338607909361
2022-07-19,1.1496010082488655e-05,1.203827470902115e-05,3.6873994604208875e-06,7.591704771454783e-07,5.748005041244327e-06,-1.1775527835787818,44.353381943504644
2022-07-20,1.1104413776362102e-05,1.1628206879020702e-05,3.5617930980784087e-06,7.333103437220266e-07,5.552206888181051e-06,-1.177553616641769,44.35337794878902
2022-07-21,1.072615667800169e-05,1.1232107464699893e-05,3.4404653495477105e-06,7.083311013774711e-07,5.363078339000845e-06,-1.1775544213275728,44.353374090148066
2022-07-22,1.036078440502167e-05,1.084950065054157e-05,3.323270469535251e-06,6.842027437278471e-07,5.180392202510835e-06,-1.1775551986028239,44.35337036294659
2022-07-25,1.0007858052968422e-05,1.0479926829051848e-05,3.2100676773672285e-06,6.608962865167836e-07,5.003929026484211e-06,-1.1775559494012267,44.35336676270729
2022-07-26,9.66695366808527e-06,1.012294204865534e-05,3.1007209878764066e-06,6.383837327980849e-07,4.833476834042635e-06,-1.1775566746246795,44.353363285105345
2022-07-27,9.337661738036856e-06,9.778117480397094e-06,2.9950990480495568e-06,6.166380393043217e-07,4.668830869018428e-06,-1.177557375144359,44.3533599259633
2022-07-28,9.019586699981315e-06,9.44503890281063e-06,2.8930749792392888e-06,5.956330839610311e-07,4.5097933499906575e-06,-1.177558051801767,44.353356681245955
2022-07-29,8.712346465399314e-06,9.123306204333252e-06,2.7945262247507227e-06,5.753436345075027e-07,4.356173232699657e-06,-1.1775587054097394,44.3533535470556
2022-08-01,8.415571961109168e-06,8.812532902670928e-06,2.699334402619921e-06,5.557453181864552e-07,4.207785980554584e-06,-1.1775593367534247,44.35335051962727
2022-08-02,8.128906685916653e-06,8.51234568053537e-06,2.607385163407228e-06,5.368145924661948e-07,4.0644533429583265e-06,-1.1775599465912265,44.353347595324266
2022-08-03,7.852006282366964e-06,8.222383937195603e-06,2.5185680528346862e-06,5.185287167600833e-07,3.926003141183482e-06,-1.177560535655714,44.35334477063376
2022-08-04,7.58453812308437e-06,7.942299355305338e-06,2.4327763791025335e-06,5.008657251093459e-07,3.792269061542185e-06,-1.1775611046545025,44.35334204216258
2022-08-05,7.326180911202655e-06,7.671755482485806e-06,2.3499070847253795e-06,4.838043997964025e-07,3.6630904556013277e-06,-1.1775616542711036,44.35333940663314
2022-08-08,7.076624294406373e-06,7.410427327161398e-06,2.2698606227341194e-06,4.6732424585702537e-07,3.5383121472031865e-06,-1.1775621851657452,44.353336860879516
2022-08-09,6.835568492119268e-06,7.158000968162636e-06,2.192540837094859e-06,4.5140546646070705e-07,3.417784246059634e-06,-1.1775626979761669,44.353334401843604
2022-08-10,6.6027239353920285e-06,6.914173177627508e-06,2.1178548472012164e-06,4.360289391296629e-07,3.3013619676960142e-06,-1.1775631933183826,44.35333202657148
2022-08-11,6.3778109190567856e-06,6.678651056748149e-06,2.045712936301233e-06,4.211761927679015e-07,3.1889054595283928e-06,-1.177563671787424,44.35332973220984
2022-08-12,6.160559265730507e-06,6.451151683925347e-06,1.9760284437248795e-06,4.068293854727699e-07,3.0802796328652537e-06,-1.1775641339580536,44.35332751600259
2022-08-15,5.950708001263669e-06,6.231401774908186e-06,1.908717660782686e-06,3.9297128310231824e-07,2.9753540006318344e-06,-1.1775645803854549,44.35332537528749
2022-08-16,5.748005041244334e-06,6.019137354510581e-06,1.8436997302104465e-06,3.795852385727395e-07,2.874002520622167e-06,-1.1775650116059,44.35332330749301
2022-08-17,5.552206888181058e-06,5.814103439510357e-06,1.7808965490392069e-06,3.666551718610137e-07,2.776103444090529e-06,-1.1775654281373935,44.35332131013519
2022-08-18,5.363078339000852e-06,5.616053732349952e-06,1.7202326747738578e-06,3.541655506887359e-07,2.681539169500426e-06,-1.1775658304802954,44.35331938081472
2022-08-19,5.180392202510841e-06,5.42475032527079e-06,1.661635234767628e-06,3.4210137186392387e-07,2.5901961012554206e-06,-1.1775662191179208,44.35331751721398
2022-08-22,5.003929026484217e-06,5.239963414525929e-06,1.6050338386836166e-06,3.304481432583921e-07,2.5019645132421085e-06,-1.1775665945171225,44.353315717094326
2022-08-23,4.833476834042641e-06,5.061471024327675e-06,1.5503604939382054e-06,3.191918663990427e-07,2.4167384170213207e-06,-1.1775669571288487,44.35331397829336
2022-08-24,4.668830869018434e-06,4.889058740198552e-06,1.4975495240247805e-06,3.083190196521611e-07,2.334415434509217e-06,-1.1775673073886885,44.35331229872234
2022-08-25,4.5097933499906625e-06,4.72251945140532e-06,1.4465374896196463e-06,2.978165419805158e-07,2.2548966749953313e-06,-1.1775676457173925,44.35331067636366
2022-08-26,4.356173232699662e-06,4.561653102166631e-06,1.397263112375363e-06,2.876718172537516e-07,2.178086616349831e-06,-1.1775679725213788,44.35330910926848
2022-08-29,4.207785980554589e-06,4.406266451335469e-06,1.349667201309962e-06,2.778726590932279e-07,2.1038929902772945e-06,-1.1775682881932215,44.35330759555432
2022-08-30,4.0644533429583315e-06,4.25617284026769e-06,1.3036925817036152e-06,2.6840729623309763e-07,2.0322266714791658e-06,-1.1775685931121223,44.35330613340282
2022-08-31,3.926003141183487e-06,4.1111919685978056e-06,1.2592840264173444e-06,2.5926435838004186e-07,1.9630015705917436e-06,-1.1775688876443662,44.35330472105756
2022-09-01,3.79226906154219e-06,3.971149677652673e-06,1.2163881895512678e-06,2.504328625546732e-07,1.896134530771095e-06,-1.1775691721437602,44.353303356821975
2022-09-02,3.6630904556013323e-06,3.8358777412429075e-06,1.1749535423626908e-06,2.4190219989820146e-07,1.8315452278006662e-06,-1.1775694469520608,44.353302039057255
2022-09-05,3.538312147203191e-06,3.7052136635807027e-06,1.1349303113670605e-06,2.3366212292851287e-07,1.7691560736015956e-06,-1.1775697123993816,44.35330076618044
2022-09-06,3.4177842460596383e-06,3.579000484081322e-06,1.0962704185474304e-06,2.257027332303537e-07,1.7088921230298191e-06,-1.1775699688045924,44.35329953666248
2022-09-07,3.301361967696018e-06,3.4570865888137576e-06,1.058927423600609e-06,2.1801446956483163e-07,1.650680983848009e-06,-1.1775702164757003,44.353298349026424
2022-09-08,3.188905459528396e-06,3.3393255283740783e-06,1.0228564681506171e-06,2.1058809638395094e-07,1.594452729764198e-06,-1.1775704557102211,44.353297201845606
2022-09-09,3.0802796328652566e-06,3.2255758419626775e-06,9.880142218624404e-07,2.0341469273638513e-07,1.5401398164326283e-06,-1.1775706867955358,44.35329609374198
2022-09-13,2.9753540006318374e-06,3.1157008874540965e-06,9.543588303913437e-07,1.964856415511593e-07,1.4876770003159187e-06,-1.1775709100092364,44.35329502338443
2022-09-14,2.8740025206221696e-06,3.0095686772552933e-06,9.218498651052239e-07,1.8979261928636993e-07,1.4370012603110848e-06,-1.177571125619459,44.353293989487184
2022-09-15,2.7761034440905315e-06,2.9070517197551815e-06,8.904482745196041e-07,1.8332758593050703e-07,1.3880517220452657e-06,-1.1775713338852056,44.353292990808285
2022-09-16,2.6815391695004285e-06,2.808026866174979e-06,8.601163373869295e-07,1.7708277534436813e-07,1.3407695847502143e-06,-1.177571535056657,44.35329202614804
2022-09-19,2.590196101255423e-06,2.712375162635398e-06,8.308176173838147e-07,1.7105068593196212e-07,1.2950980506277116e-06,-1.1775717293754695,44.353291094347675
2022-09-20,2.501964513242111e-06,2.6199817072629675e-06,8.025169193418089e-07,1.6522407162919623e-07,1.2509822566210555e-06,-1.17757191707507,44.35329019428785
2022-09-21,2.416738417021323e-06,2.53073551216384e-06,7.751802469691033e-07,1.5959593319952154e-07,1.2083692085106616e-06,-1.1775720983809332,44.35328932488736
2022-09-22,2.3344154345092196e-06,2.4445293700992787e-06,7.487747620123909e-07,1.5415950982608073e-07,1.1672077172546098e-06,-1.1775722735108534,44.35328848510185
2022-09-23,2.254896674995334e-06,2.3612597257026626e-06,7.232687448098238e-07,1.489082709902581e-07,1.127448337497667e-06,-1.177572442675205,44.353287673922516
2022-09-26,2.1780866163498336e-06,2.2808265510833177e-06,6.986315561876822e-07,1.4383590862687598e-07,1.0890433081749168e-06,-1.1775726060771983,44.353286890374925
2022-09-27,2.103892990277297e-06,2.2031332256677367e-06,6.748336006549817e-07,1.3893632954661413e-07,1.0519464951386485e-06,-1.1775727639131197,44.35328613351785
2022-09-28,2.0322266714791683e-06,2.128086420133847e-06,6.518462908518082e-07,1.34203648116549e-07,1.0161133357395842e-06,-1.17757291637257,44.3532854024421
2022-09-29,1.963001570591746e-06,2.055595984298905e-06,6.296420132086728e-07,1.2963217919002111e-07,9.81500785295873e-07,-1.177573063638692,44.35328469626947
2022-09-30,1.8961345307710975e-06,1.9855748388263388e-06,6.081940947756346e-07,1.2521643127733675e-07,9.480672653855488e-07,-1.1775732058883892,44.35328401415167
2022-10-10,1.8315452278006687e-06,1.9179388706214554e-06,5.87476771181346e-07,1.2095109994910086e-07,9.157726139003344e-07,-1.1775733432925393,44.35328335526931
2022-10-11,1.7691560736015979e-06,1.852606831790353e-06,5.674651556835309e-07,1.1683106146425657e-07,8.845780368007989e-07,-1.1775734760161998,44.353282718830904
2022-10-12,1.7088921230298215e-06,1.7895002420406627e-06,5.481352092737159e-07,1.1285136661517699e-07,8.544460615149107e-07,-1.1775736042188052,44.35328210407193
2022-10-13,1.6506809838480114e-06,1.7285432944068803e-06,5.29463711800305e-07,1.0900723478241593e-07,8.253404919240057e-07,-1.1775737280543592,44.35328151025389
2022-10-14,1.5944527297642004e-06,1.6696627641870407e-06,5.114282340753091e-07,1.0529404819197559e-07,7.972263648821002e-07,-1.1775738476716195,44.35328093666349
2022-10-17,1.5401398164326306e-06,1.6127879209813402e-06,4.940071109312207e-07,1.0170734636819267e-07,7.700699082163153e-07,-1.1775739632142768,44.35328038261167
2022-10-18,1.4876770003159208e-06,1.5578504437270497e-06,4.771794151956723e-07,9.824282077557976e-08,7.438385001579604e-07,-1.1775740748211272,44.3532798474329
2022-10-19,1.437001260311087e-06,1.5047843386276482e-06,4.6092493255261237e-07,9.489630964318506e-08,7.185006301555435e-07,-1.1775741826262385,44.35327933048428
2022-10-20,1.3880517220452677e-06,1.4535258598775922e-06,4.4522413725980246e-07,9.16637929652536e-08,6.940258610226338e-07,-1.177574286759112,44.35327883114483
2022-10-21,1.340769584750216e-06,1.404013433087491e-06,4.3005816869346513e-07,8.854138767218416e-08,6.70384792375108e-07,-1.1775743873448374,44.353278348814705
2022-10-24,1.2950980506277133e-06,1.3561875813177004e-06,4.1540880869190765e-07,8.552534296598115e-08,6.475490253138566e-07,-1.177574484504244,44.35327788291452
2022-10-25,1.2509822566210572e-06,1.309990853631485e-06,4.012584596709048e-07,8.26120358145982e-08,6.254911283105286e-07,-1.1775745783540439,44.35327743288461
2022-10-26,1.208369208510663e-06,1.2653677560819213e-06,3.87590123484552e-07,7.979796659976085e-08,6.041846042553315e-07,-1.1775746690069757,44.35327699818436
2022-10-27,1.1672077172546113e-06,1.2222646850496406e-06,3.743873810061957e-07,7.707975491304045e-08,5.836038586273056e-07,-1.1775747565719357,44.35327657829161
2022-10-28,1.1274483374976684e-06,1.1806298628513326e-06,3.6163437240491216e-07,7.445413549512913e-08,5.637241687488342e-07,-1.1775748411541116,44.35327617270194
2022-10-31,1.089043308174918e-06,1.14041327554166e-06,3.4931577809384134e-07,7.191795431343807e-08,5.44521654087459e-07,-1.1775749228551082,44.35327578092815
2022-11-01,1.0519464951386496e-06,1.1015666128338696e-06,3.374168003274911e-07,6.946816477330713e-08,5.259732475693248e-07,-1.1775750017730688,44.353275402499605
